Rechnung,Artikelnummer,Artikelbeschreibung,Menge,Rechnungsdatum,Preis,Kundennummer,Land
489594,21931,JUMBO STORAGE BAG SUKI,2,2009-12-01 14:19:00,1.95,15005.0,Vereinigtes Königreich
489594,85099C,JUMBO BAG BAROQUE BLACK WHITE,2,2009-12-01 14:19:00,1.95,15005.0,Vereinigtes Königreich
489594,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2009-12-01 14:19:00,1.95,15005.0,Vereinigtes Königreich
489594,37448,CERAMIC CAKE DESIGN SPOTTED MUG,3,2009-12-01 14:19:00,1.49,15005.0,Vereinigtes Königreich
489594,22131,LEBENSMITTELBEHALTER SET 3 LIEBE HERZ,3,2009-12-01 14:19:00,1.95,15005.0,Vereinigtes Königreich
489594,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2,2009-12-01 14:19:00,1.49,15005.0,Vereinigtes Königreich
489594,22055,MINI CAKE STAND HANDING STRAWBERY,2,2009-12-01 14:19:00,1.65,15005.0,Vereinigtes Königreich
489594,22062,CERAMIC BOWL MIT LIEBE HERZ DESIGN,1,2009-12-01 14:19:00,2.95,15005.0,Vereinigtes Königreich
489594,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2009-12-01 14:19:00,1.25,15005.0,Vereinigtes Königreich
489594,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2009-12-01 14:19:00,1.25,15005.0,Vereinigtes Königreich
489594,22055,MINI CAKE STAND HANDING STRAWBERY,1,2009-12-01 14:19:00,1.65,15005.0,Vereinigtes Königreich
489594,37448,CERAMIC CAKE DESIGN SPOTTED MUG,2,2009-12-01 14:19:00,1.49,15005.0,Vereinigtes Königreich
489594,22347,PIZZA SLICE DISH,6,2009-12-01 14:19:00,1.25,15005.0,Vereinigtes Königreich
489594,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2009-12-01 14:19:00,1.49,15005.0,Vereinigtes Königreich
489594,22350,CAT BOWL,2,2009-12-01 14:19:00,2.55,15005.0,Vereinigtes Königreich
489594,21791,VINTAGE HEADS UND TAILS CARD SPIEL,4,2009-12-01 14:19:00,1.25,15005.0,Vereinigtes Königreich
489594,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,1,2009-12-01 14:19:00,2.55,15005.0,Vereinigtes Königreich
489594,84507B,STREIFEN DESIGN MONKEY DOLL,1,2009-12-01 14:19:00,2.55,15005.0,Vereinigtes Königreich
489594,84508A,CAMOFLAGE DESIGN TEDY,2,2009-12-01 14:19:00,2.55,15005.0,Vereinigtes Königreich
489594,22062,CERAMIC BOWL MIT LIEBE HERZ DESIGN,1,2009-12-01 14:19:00,2.95,15005.0,Vereinigtes Königreich
489594,37450,CERAMIC CAKE BOWL + HANGING CAKES,3,2009-12-01 14:19:00,2.95,15005.0,Vereinigtes Königreich
489594,22065,CHRISTMAS PUDDING TRINKET POT,6,2009-12-01 14:19:00,1.45,15005.0,Vereinigtes Königreich
489594,79302M,"ART LICHTS,FUNK MONKEY",1,2009-12-01 14:19:00,2.95,15005.0,Vereinigtes Königreich
489594,21034,REX CASH+CARRY JUMBO SHOPPER,3,2009-12-01 14:19:00,0.95,15005.0,Vereinigtes Königreich
489594,37502,TEA TIME MUG IN GIFT BOX,8,2009-12-01 14:19:00,2.95,15005.0,Vereinigtes Königreich
489594,37503,TEA time CAKE STAND IN GIFT BOX,1,2009-12-01 14:19:00,10.75,15005.0,Vereinigtes Königreich
489594,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2009-12-01 14:19:00,9.95,15005.0,Vereinigtes Königreich
489594,84534B,FAIRY ANMERKUNG A5 GRÖSSE,4,2009-12-01 14:19:00,0.85,15005.0,Vereinigtes Königreich
489594,84535B,FAIRY KENNZEICHNUNG A6 GRÖSSE,8,2009-12-01 14:19:00,0.65,15005.0,Vereinigtes Königreich
489594,84536B,FAIRY KENNZEICHNUNG A7 GRÖSSE,8,2009-12-01 14:19:00,0.42,15005.0,Vereinigtes Königreich
489594,21875,KÖNIGLICHE WAHLMÖGLICHKEIT,2,2009-12-01 14:19:00,1.25,15005.0,Vereinigtes Königreich
489594,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,2009-12-01 14:19:00,2.95,15005.0,Vereinigtes Königreich
489594,22068,CHEST DER SCHWARZPIRATETÄTIGKEIT,2,2009-12-01 14:19:00,1.65,15005.0,Vereinigtes Königreich
489594,22064,PINK DOUGHNUT TRINKET POT,4,2009-12-01 14:19:00,1.65,15005.0,Vereinigtes Königreich
489594,20726,LUNCH BAG WOODLAND,4,2009-12-01 14:19:00,1.65,15005.0,Vereinigtes Königreich
489594,20725,LUNCH BAG RED SPOTTY,3,2009-12-01 14:19:00,1.65,15005.0,Vereinigtes Königreich
489594,21216,"SET 3 RED SPOT TIN TEA, Koffein, Zucker",1,2009-12-01 14:19:00,4.95,15005.0,Vereinigtes Königreich
489594,22114,WASSERFLASCHE TEE UND SYMPATHY,3,2009-12-01 14:19:00,3.95,15005.0,Vereinigtes Königreich
489594,22187,GRÜNE CHRISTMAS TREE CARD INHABER,2,2009-12-01 14:19:00,4.25,15005.0,Vereinigtes Königreich
489594,82482,WEISSFÖRDERUNG DER WARENBILANZ,6,2009-12-01 14:19:00,2.55,15005.0,Vereinigtes Königreich
489594,21231,SCHWEIZART CERAMIC TRINKET BOX,11,2009-12-01 14:19:00,1.25,15005.0,Vereinigtes Königreich
C489595,21752,GLAS KAKE STAND MIRRORED BASE,-1,2009-12-01 14:20:00,14.95,15254.0,Vereinigtes Königreich
489598,20685,RED SPOTTY COIR DOORMAT,2,2009-12-01 14:35:00,6.75,16620.0,Vereinigtes Königreich
489598,22180,RETRO SPOT LAMP,1,2009-12-01 14:35:00,9.95,16620.0,Vereinigtes Königreich
489598,85090,KANDY SPOT APRON,3,2009-12-01 14:35:00,4.65,16620.0,Vereinigtes Königreich
489598,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,21671,RED SPOT CERAMIC DRAWER KNOB,12,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,21121,SET/10 RED SPOTTY PARTY KANDELN,24,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,21122,SET/10 PINK SPOTTY PARTY KANDELN,24,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,21124,SET/10 BLUE SPOTTY PARTY KANDELN,24,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,22218,KAKE STAND LACE WEISSE,3,2009-12-01 14:35:00,4.25,16620.0,Vereinigtes Königreich
489598,21242,RED SPOTTY PLATE,8,2009-12-01 14:35:00,1.69,16620.0,Vereinigtes Königreich
489598,21238,RED SPOTTY CUP,8,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,82482,WEISSFÖRDERUNG DER WARENBILANZ,6,2009-12-01 14:35:00,2.55,16620.0,Vereinigtes Königreich
489598,22189,KREAM HERZ KARTENINHABER,4,2009-12-01 14:35:00,3.95,16620.0,Vereinigtes Königreich
489598,21650,VEREINIGTE TUTTI FRUTTI BRACELET,24,2009-12-01 14:35:00,0.65,16620.0,Vereinigtes Königreich
489598,20983,12 PENCILS ALLE TÜBE RED SPOTTY,12,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,21356,GETÖSTE - FAIRY FLOWER,12,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,21357,TOAST ITS - DINOSAUR,12,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,22280,POCKET BAG PINK PAISELY BROWN SPOT,6,2009-12-01 14:35:00,2.1,16620.0,Vereinigtes Königreich
489598,20982,12 PENCILS ALLE STÜCKSTÜCKSTÜCKE,12,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,85099B,JUMBO BAG RED WEISSSPOTTY,10,2009-12-01 14:35:00,1.95,16620.0,Vereinigtes Königreich
489598,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2009-12-01 14:35:00,1.95,16620.0,Vereinigtes Königreich
489598,90167,LIEBE HERZ JEWELLERY SET,12,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,21544,Sculls WASSERTRANSFER TATTOOS,12,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,21543,BUTTERFLY WASSERTRANSFER TATTOOS,12,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,21833,CAMOUFLAGE LED TORCH,12,2009-12-01 14:35:00,1.69,16620.0,Vereinigtes Königreich
489598,21829,TINOSAUR-KEYRINGS VERSICHERT,36,2009-12-01 14:35:00,0.21,16620.0,Vereinigtes Königreich
489598,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-01 14:35:00,1.95,16620.0,Vereinigtes Königreich
489598,21100,CHARLIE UND LOLA CHARLOTTE BAG,10,2009-12-01 14:35:00,1.65,16620.0,Vereinigtes Königreich
489598,21642,VEREINIGTE TUTTI FRUTTI PEN,24,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,21639,VEREINIGTE TUTTI-FRUTTI-KEYRING,24,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,72023F,RED ORGANISCHE KANDEL IN GLAS,12,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,22082,RIBBON REEL STREIFEN DESIGN,20,2009-12-01 14:35:00,1.65,16620.0,Vereinigtes Königreich
489598,20886,BOX MIT 9 PEBBLE-KANDELN,12,2009-12-01 14:35:00,1.95,16620.0,Vereinigtes Königreich
489598,85172,HYACINTH BULB T-LIGHT KANDELN,16,2009-12-01 14:35:00,0.42,16620.0,Vereinigtes Königreich
489598,72008,FROSTIERTE BOX 9 WEISSE T-LICHTKANDELN,12,2009-12-01 14:35:00,0.42,16620.0,Vereinigtes Königreich
489598,84970S,INHABER DER HERZZINC T-LIGHT,12,2009-12-01 14:35:00,0.85,16620.0,Vereinigtes Königreich
489598,21471,STRAWBERRY RAFFIA LEBENSMITTELSEITE,6,2009-12-01 14:35:00,3.75,16620.0,Vereinigtes Königreich
489598,21469,POLKA TOT RAFFIA LEBENSMITTELSEITE,6,2009-12-01 14:35:00,3.75,16620.0,Vereinigtes Königreich
489598,20753,RETRO PINK SPOT WASHING GLOVES,6,2009-12-01 14:35:00,2.1,16620.0,Vereinigtes Königreich
489598,21868,FLASCHENGEWÄHRTE TEA MUG,12,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,21869,FLASCHENKOFFEE MUG,12,2009-12-01 14:35:00,1.25,16620.0,Vereinigtes Königreich
489598,22185,SLATE TILE NATURAL HINGING,12,2009-12-01 14:35:00,1.65,16620.0,Vereinigtes Königreich
489598,21897,FLASCHENKANDEL CITRONELLA,6,2009-12-01 14:35:00,2.95,16620.0,Vereinigtes Königreich
489598,21898,BEHÄLTNISSE DER ROSENKANDEL,6,2009-12-01 14:35:00,2.95,16620.0,Vereinigtes Königreich
489598,20681,PINK SPOTTY CHILDS UMBRELLA,6,2009-12-01 14:35:00,3.25,16620.0,Vereinigtes Königreich
489598,85099F,JUMBO BAG STRAWBERRY,20,2009-12-01 14:35:00,1.95,16620.0,Vereinigtes Königreich
489598,20771,CHRYSANTHEMUM JOURNAL,6,2009-12-01 14:35:00,2.55,16620.0,Vereinigtes Königreich
489598,20777,CHRYSANTHEMUM ANMERKUNG,6,2009-12-01 14:35:00,1.65,16620.0,Vereinigtes Königreich
489598,72815,3 WICK CHRISTMAS BRIAR CANDLE,4,2009-12-01 14:35:00,3.75,16620.0,Vereinigtes Königreich
489598,22187,GRÜNE CHRISTMAS TREE CARD INHABER,4,2009-12-01 14:35:00,4.25,16620.0,Vereinigtes Königreich
489599,22111,SCOTTIE DOG HOT WASSER FLASCHE,3,2009-12-01 14:40:00,4.95,12758.0,Portugal
489599,22113,GREY HERZ HOT WASSER FLASCHE,8,2009-12-01 14:40:00,3.45,12758.0,Portugal
489599,22114,WASSERFLASCHE TEE UND SYMPATHY,8,2009-12-01 14:40:00,3.95,12758.0,Portugal
489599,47504G,DEUTSCHE ROSE TAPE MASSNAHME,12,2009-12-01 14:40:00,1.25,12758.0,Portugal
489599,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,3,2009-12-01 14:40:00,5.95,12758.0,Portugal
489599,84985B,SET von 72 SCHWARZPAPIERSTÜCKE,12,2009-12-01 14:40:00,1.45,12758.0,Portugal
489599,84986B,SET von 36 SILVER PAPIERSTÜCKE,12,2009-12-01 14:40:00,1.45,12758.0,Portugal
489599,84990,60 GOLD UND SILVER FAIRY CASE RECHTSSACHEN,24,2009-12-01 14:40:00,0.55,12758.0,Portugal
489599,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2009-12-01 14:40:00,1.25,12758.0,Portugal
489599,21890,S/6 WARENSICHERHEITEN IN COTTON BAG,6,2009-12-01 14:40:00,2.95,12758.0,Portugal
489599,22138,BACKUNG SET 9 PIECE RETROSPOT,3,2009-12-01 14:40:00,4.95,12758.0,Portugal
489599,20750,RED/WHITE TOT MINI RECHTSSACHEN,12,2009-12-01 14:40:00,6.35,12758.0,Portugal
489599,20749,VEREINIGTE FARBE MINI RECHTSSACHEN,2,2009-12-01 14:40:00,7.95,12758.0,Portugal
489599,20684,STRAWBERRY DREAM CHILDS UMBRELLA,6,2009-12-01 14:40:00,3.25,12758.0,Portugal
489599,85006,SET 4 NURSERY DES ROUND BOXES,6,2009-12-01 14:40:00,2.95,12758.0,Portugal
489599,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2009-12-01 14:40:00,1.65,12758.0,Portugal
489599,20983,12 PENCILS ALLE TÜBE RED SPOTTY,12,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,20979,36 PENCILS TÜBE RED SPOTTY,16,2009-12-01 14:40:00,1.25,12758.0,Portugal
489599,21156,RED SPOTTY CHILDS APRON,8,2009-12-01 14:40:00,1.95,12758.0,Portugal
489599,21789,KIDS RAIN MAC PINK,24,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,21788,KIDS RAIN MAC BLUE,24,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,85199S,KLEINE HÄNGUNG VON GESCHICHTE/RED WOOD BIRD,24,2009-12-01 14:40:00,0.42,12758.0,Portugal
489599,85199L,LARGE HINGING IVORY & RED WOOD BIRD,24,2009-12-01 14:40:00,0.65,12758.0,Portugal
489599,21556,CERAMISCHE STRAWBERRY MONEY BOX,12,2009-12-01 14:40:00,2.55,12758.0,Portugal
489599,82081,PINK HERZEN PHOTO ALBUM,2,2009-12-01 14:40:00,8.5,12758.0,Portugal
489599,21164,HOME SWEET HOME METAL SIGN,12,2009-12-01 14:40:00,2.95,12758.0,Portugal
489599,22321,BIRD DECORATION RED SPOT,24,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,21238,RED SPOTTY CUP,16,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,21239,PINK SPOTTY CUP,16,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,21243,PINK SPOTTY PLATE,16,2009-12-01 14:40:00,1.69,12758.0,Portugal
489599,21242,RED SPOTTY PLATE,16,2009-12-01 14:40:00,1.69,12758.0,Portugal
489599,20711,JUMBO BAG TOYS,30,2009-12-01 14:40:00,1.95,12758.0,Portugal
489599,20724,RED SPOTTY CHARLOTTE BAG,40,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,20725,LUNCH BAG RED SPOTTY,100,2009-12-01 14:40:00,1.45,12758.0,Portugal
489599,21155,RED SPOTTY PEG BAG,12,2009-12-01 14:40:00,2.1,12758.0,Portugal
489599,21527,RETRO SPOT TRADITIONELLES TEAPOT,4,2009-12-01 14:40:00,7.95,12758.0,Portugal
489599,21843,RETRO SPOT CAKE STAND,6,2009-12-01 14:40:00,10.95,12758.0,Portugal
489599,85099B,JUMBO BAG RED WEISSSPOTTY,30,2009-12-01 14:40:00,1.95,12758.0,Portugal
489599,21218,RED SPOTTY BISCUIT TIN,6,2009-12-01 14:40:00,3.75,12758.0,Portugal
489599,21181,BITTE EINE PERSÖNLICHE METAL SIGN,12,2009-12-01 14:40:00,2.1,12758.0,Portugal
489599,22356,"CHARLOTE BAG, PINK/WHITE SPOTS",100,2009-12-01 14:40:00,0.72,12758.0,Portugal
489599,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,6,2009-12-01 14:40:00,5.95,12758.0,Portugal
489599,22355,"CHARLOTE BAG, SUKI DESIGN",20,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,21931,JUMBO STORAGE BAG SUKI,20,2009-12-01 14:40:00,1.95,12758.0,Portugal
489599,21928,JUMBO BAG SCANDINAVIAN PAISLEY,30,2009-12-01 14:40:00,1.95,12758.0,Portugal
489599,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24,2009-12-01 14:40:00,3.39,12758.0,Portugal
489599,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,16,2009-12-01 14:40:00,3.75,12758.0,Portugal
489599,22139,RETRO SPOT TEA SET CERAMIC 11 PC,12,2009-12-01 14:40:00,4.95,12758.0,Portugal
489599,47504E,DEUTSCHE ROSENZUSAMMENFASSUNGEN,24,2009-12-01 14:40:00,1.25,12758.0,Portugal
489599,20728,LUNCH BAG CARS BLUE,30,2009-12-01 14:40:00,1.65,12758.0,Portugal
489599,20914,SET/5 RED SPOTTY LID GLAS BOWLS,6,2009-12-01 14:40:00,2.95,12758.0,Portugal
489599,84988,SET von 72 PINK HERZ PAPIERSTÜCKE,12,2009-12-01 14:40:00,1.45,12758.0,Portugal
489599,84934,ASSTD DESIGN POP ART SLIM PEN,40,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,22197,"POPCORN INHABER, KLEIN",12,2009-12-01 14:40:00,0.85,12758.0,Portugal
489599,20681,PINK SPOTTY CHILDS UMBRELLA,12,2009-12-01 14:40:00,3.25,12758.0,Portugal
489599,20682,RED SPOTTY CHILDS UMBRELLA,12,2009-12-01 14:40:00,3.25,12758.0,Portugal
489599,21844,RETRO SPOT MUG,12,2009-12-01 14:40:00,2.95,12758.0,Portugal
489599,22071,KLEINE RETRO-SPOT MUG IN BOX WEISS,6,2009-12-01 14:40:00,3.75,12758.0,Portugal
489599,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,6,2009-12-01 14:40:00,5.95,12758.0,Portugal
489599,85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,6,2009-12-01 14:40:00,5.95,12758.0,Portugal
489599,47504K,DEUTSCHE ROSE GARDEN SECATEURS,24,2009-12-01 14:40:00,1.95,12758.0,Portugal
489599,21929,JUMBO BAG PINK VINTAGE PAISLEY,30,2009-12-01 14:40:00,1.95,12758.0,Portugal
489599,21165,ACHTUNG DER CAT METAL SIGN,36,2009-12-01 14:40:00,1.69,12758.0,Portugal
489599,82600,NICHT SINGEN METAL SIGN,24,2009-12-01 14:40:00,2.1,12758.0,Portugal
489599,21877,HAUSSWEET HOME MUG,12,2009-12-01 14:40:00,1.25,12758.0,Portugal
489599,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,16,2009-12-01 14:40:00,1.65,12758.0,Portugal
489599,21398,RED SPOTTY KOFFEE MUG,12,2009-12-01 14:40:00,2.1,12758.0,Portugal
489599,16161U,"WRAP, SUKI UND FREUNDE",25,2009-12-01 14:40:00,0.42,12758.0,Portugal
489599,21497,FANCY FONTS BIRTHDAY WRAP,25,2009-12-01 14:40:00,0.42,12758.0,Portugal
489599,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,2009-12-01 14:40:00,0.42,12758.0,Portugal
489599,84879,VERBUNDENE FARBSTÄTIGKEIT,48,2009-12-01 14:40:00,1.69,12758.0,Portugal
489599,22117,METAL SIGN HER DINNER IST SERVIERT,6,2009-12-01 14:40:00,2.95,12758.0,Portugal
489599,22116,METAL SIGN SEIN DINNER IST SERVIERT,6,2009-12-01 14:40:00,2.95,12758.0,Portugal
489599,21042,RED SPOTTY APRON,3,2009-12-01 14:40:00,5.95,12758.0,Portugal
489599,21121,SET/10 RED SPOTTY PARTY KANDELN,24,2009-12-01 14:40:00,1.25,12758.0,Portugal
489599,21212,PACKUNG VON 72 RETRO SPOT CAKE RECHTSSACHEN,24,2009-12-01 14:40:00,0.55,12758.0,Portugal
489599,21210,SET von 72 RETRO SPOT PAPIERSTÜCKE,24,2009-12-01 14:40:00,1.45,12758.0,Portugal
489599,21531,RETRO SPOT ZUCKER JAM BOWL,6,2009-12-01 14:40:00,2.55,12758.0,Portugal
489599,22073,RETRO SPOT STORAGE JAR,4,2009-12-01 14:40:00,3.75,12758.0,Portugal
C489605,21257,VIKTORISCHE SEWING BOX MEDIUM,-2,2009-12-01 14:47:00,7.95,14558.0,Vereinigtes Königreich
489606,20753,RETRO PINK SPOT WASHING GLOVES,1,2009-12-01 14:48:00,2.1,17961.0,Vereinigtes Königreich
C489610,21364,FRIEDEN KLEINE WOOD LETTERS,-1,2009-12-01 14:52:00,6.75,17485.0,Vereinigtes Königreich
C489610,22164,STRING DES STARS CARD-INHABERS,-1,2009-12-01 14:52:00,2.95,17485.0,Vereinigtes Königreich
C489610,21892,TRADITIONAL WOODEN CATCH CUP GAME,-3,2009-12-01 14:52:00,1.25,17485.0,Vereinigtes Königreich
C489610,20682,RED SPOTTY CHILDS UMBRELLA,-1,2009-12-01 14:52:00,3.25,17485.0,Vereinigtes Königreich
C489610,85123A,WEISSHÄCHTIGE INHABER DES HERZENS T-LIGHT,-1,2009-12-01 14:52:00,2.95,17485.0,Vereinigtes Königreich
C489610,22138,BACKUNG SET 9 PIECE RETROSPOT,-2,2009-12-01 14:52:00,4.95,17485.0,Vereinigtes Königreich
489611,21549,CERAMIC BIRDHOUSE RED ROF SMALL,1,2009-12-01 14:53:00,2.95,15601.0,Vereinigtes Königreich
489613,22165,"DIAMANTE HERZ SHAPED WALL MIRROR,",1,2009-12-01 14:56:00,12.75,13585.0,Vereinigtes Königreich
489617,46000P,POLYESTER FILLER PAD 65CMx65CM,2,2009-12-01 14:59:00,4.25,13442.0,Vereinigtes Königreich
489617,46000M,POLYESTER FILLER PAD 45x45cm,4,2009-12-01 14:59:00,1.55,13442.0,Vereinigtes Königreich
489617,21685,MEDINA STAMPIERTER METALTRAY,2,2009-12-01 14:59:00,14.95,13442.0,Vereinigtes Königreich
489617,84472,PINK UND LILAC GEWÄHRT DREIFEN,1,2009-12-01 14:59:00,45.95,13442.0,Vereinigtes Königreich
489617,84658,WEISSE STITCHED CUSHION COVER,2,2009-12-01 14:59:00,6.95,13442.0,Vereinigtes Königreich
489617,21622,VINTAGE UNION JACK CUSHION COVER,4,2009-12-01 14:59:00,4.95,13442.0,Vereinigtes Königreich
489617,20887,BOX MIT 6 PEBBLE-KANDELN,1,2009-12-01 14:59:00,3.45,13442.0,Vereinigtes Königreich
489617,20886,BOX MIT 9 PEBBLE-KANDELN,1,2009-12-01 14:59:00,1.95,13442.0,Vereinigtes Königreich
489617,21692,SILVER LATTICE VANILLA KANDELPOT,1,2009-12-01 14:59:00,3.75,13442.0,Vereinigtes Königreich
489617,21691,SILVER VANILLA FLOWER CANDLE POT,3,2009-12-01 14:59:00,3.75,13442.0,Vereinigtes Königreich
489617,22114,WASSERFLASCHE TEE UND SYMPATHY,4,2009-12-01 14:59:00,3.95,13442.0,Vereinigtes Königreich
489617,22125,UNIONSJACK HOT WASSER FLASCHE,2,2009-12-01 14:59:00,5.95,13442.0,Vereinigtes Königreich
489617,21756,BADE GEBÄUDE BLOCK WORT,1,2009-12-01 14:59:00,5.95,13442.0,Vereinigtes Königreich
489617,21755,"LIEBE, DIE BLOCK WORT BEBAUT",1,2009-12-01 14:59:00,5.95,13442.0,Vereinigtes Königreich
489617,21754,ZUHAUSE GEBÄUDE BLOCK WORT,1,2009-12-01 14:59:00,5.95,13442.0,Vereinigtes Königreich
489617,21326,INHABER DER GEBLEICHTEN GLASBILDER T-LIGHT,12,2009-12-01 14:59:00,0.65,13442.0,Vereinigtes Königreich
C489632,20814,SILVERFINCH DECORATION,-12,2009-12-01 15:18:00,1.25,13381.0,Vereinigtes Königreich
C489632,20814,SILVERFINCH DECORATION,-1,2009-12-01 15:18:00,1.25,13381.0,Vereinigtes Königreich
489634,21814,HERZ T-LIGHT INHABER,12,2009-12-01 15:19:00,1.45,13381.0,Vereinigtes Königreich
489635,47566,TEILNEHMERBETEILIGUNG,5,2009-12-01 15:26:00,4.65,16763.0,Vereinigtes Königreich
489635,47570B,TÄTIGKEITSTABELLE BEKLEIDUNG,2,2009-12-01 15:26:00,10.65,16763.0,Vereinigtes Königreich
489635,21826,ACHTPIEZE DINOSAUR SET,12,2009-12-01 15:26:00,1.25,16763.0,Vereinigtes Königreich
489635,84032B,CHARLIE + LOLA RED HOT WASSER FLASCHE,6,2009-12-01 15:26:00,2.95,16763.0,Vereinigtes Königreich
489635,21541,DINOSAURS WASSERTRANSFER TATTOOS,12,2009-12-01 15:26:00,0.85,16763.0,Vereinigtes Königreich
489635,20682,RED SPOTTY CHILDS UMBRELLA,6,2009-12-01 15:26:00,3.25,16763.0,Vereinigtes Königreich
489635,22273,FELTCRAFT DOLL MOLLY,6,2009-12-01 15:26:00,2.95,16763.0,Vereinigtes Königreich
489635,51014C,"FEATHER PEN, COAL BLACK",12,2009-12-01 15:26:00,0.85,16763.0,Vereinigtes Königreich
489635,20659,WIRTSCHAFTLICHE LUGGAGE TAG,12,2009-12-01 15:26:00,1.25,16763.0,Vereinigtes Königreich
489635,20658,RED SPOTTY LUGGAGE TAG,12,2009-12-01 15:26:00,1.25,16763.0,Vereinigtes Königreich
489635,21231,SCHWEIZART CERAMIC TRINKET BOX,12,2009-12-01 15:26:00,1.25,16763.0,Vereinigtes Königreich
489635,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2009-12-01 15:26:00,1.25,16763.0,Vereinigtes Königreich
489635,21844,RETRO SPOT MUG,6,2009-12-01 15:26:00,2.95,16763.0,Vereinigtes Königreich
489635,22072,TEA CUP UND SAUCER RETRO SPOT,4,2009-12-01 15:26:00,3.75,16763.0,Vereinigtes Königreich
489635,21527,RETRO SPOT TRADITIONELLES TEAPOT,2,2009-12-01 15:26:00,7.95,16763.0,Vereinigtes Königreich
489635,21156,RED SPOTTY CHILDS APRON,8,2009-12-01 15:26:00,1.95,16763.0,Vereinigtes Königreich
489635,20750,RED/WHITE TOT MINI RECHTSSACHEN,4,2009-12-01 15:26:00,7.95,16763.0,Vereinigtes Königreich
489635,21355,TOAST ITES - Ich liebe dich,12,2009-12-01 15:26:00,1.25,16763.0,Vereinigtes Königreich
489635,84378,SET von 3 HERZKOOKIE-CUTTER,12,2009-12-01 15:26:00,1.25,16763.0,Vereinigtes Königreich
489635,84380,SET von 3 BUTTERFLY COOKIE CUTTERS,12,2009-12-01 15:26:00,1.25,16763.0,Vereinigtes Königreich
489635,72807B,SET/3 OZEAN SCENT CANDLE JEWEL BOX,4,2009-12-01 15:26:00,4.25,16763.0,Vereinigtes Königreich
C489636,21576,LÖSEN ZU SHOPPING COTTON TOTE BAG,-2,2009-12-01 15:34:00,2.25,17345.0,Vereinigtes Königreich
C489636,21579,LOLITA DESIGN COTTON TOTE BAG,-1,2009-12-01 15:34:00,2.25,17345.0,Vereinigtes Königreich
C489636,21578,WOODLAND DESIGN COTTON TOTE BAG,-2,2009-12-01 15:34:00,2.25,17345.0,Vereinigtes Königreich
C489636,22142,CHRISTMAS CRAFTWEITE FAIRY,-2,2009-12-01 15:34:00,1.45,17345.0,Vereinigtes Königreich
